Material,SiO2,TiO2,Al2O3,Fe2O3,Fe2O3T,FeO,FeOT,NiO,MnO,MgO,CaO,SrO,Na2O,K2O,P2O5,BaO,LOI,H2O,H2OM,H2OP,SO2,SO3,V2O3,V2O5,ZnO,Fe,Ni,Co,S
GL,48.5,1.03,15.9,,,,10.4,,0.19,8.05,12.1,,2.25,0.05,0.04,,,,,,,,,,,,125,49.5,1091.8
GL,50.48,1.24,15.03,,,,10.26,,0.21,7.73,12.7,,2.55,0.07,0.09,,,0.28,,,,,,,,,90.9,49.1,1090
GL,50.72,1.38,15.64,,,,10.91,,0.18,6.43,11.54,,2.77,0.13,0.12,,,0.54,,,,,,,,,60.6,41.7,1167
GL,51,0.68,15.1,,,,9.2,,0.18,8.55,13.8,,1.79,0.03,0.02,,,,,,,,,,,,104,52.1,812
GL,50.49,0.71,15.04,,,,9.38,,0.18,8.64,14.02,,1.92,0.03,0.06,,,0.09,,,,,,,,,84.1,41.5,823
GL,50.16,0.9,15.44,,,,9.08,,0.18,8.74,13.96,,2.12,0.04,0.06,,,0.08,,,,,,,,,156,46.2,996
GL,48.7,0.78,17.4,,,,9.16,,0.15,9.83,12.7,,1.91,0.02,0.04,,,,,,,,,,,,209,54.8,812.6
GL,48.77,0.78,17.33,,,,8.36,,0.14,10.36,12.85,,1.98,0.01,0.05,,,0.06,,,,,,,,,359,54.4,802
GL,49.9,0.84,14.7,,,,10.66,,0.18,8.14,12.6,,2.04,0.04,0.04,,,,,,,,,,,,103,51.9,914
GL,50.72,0.85,15.2,,,,9.84,,0.21,8.22,13.08,,2.15,0.04,0.07,,,0.14,,,,,,,,,94,48.1,923
GL,51,0.86,14.8,,,,10.31,,0.2,8.09,12.8,,2.02,0.04,0.06,,,,,,,,,,,,93,51.9,957
GL,50.7,0.84,14.84,,,,10.01,,0.19,7.98,13.2,,2.11,0.04,0.04,,,0.14,,,,,,,,,86.5,47.6,937
GL,50.5,1.14,15,,,,10.9,,0.21,7.77,12,,2.18,0.07,0.07,,,,,,,,,,,,110,50.7,1052.4
GL,50.57,1.16,15.11,,,,10.52,,0.19,7.85,12.37,,2.21,0.07,0.08,,,0.23,,,,,,,,,112.5,41.6,1066
GL,49.1,1.49,16.5,,,,10.11,,0.19,8.25,11.5,,2.61,0.2,0.14,,,,,,,,,,,,168,49.6,959.2
WR,,,,,,,,,,5.42,,,,,,,,,,,,,,,,,17,,
WR,,,,,,,,,,3.79,,,,,,,,,,,,,,,,,17,,
GL,55.9,0.43,15.2,,,,8.99,,,4.92,10.12,,1.61,0.51,,,,1.18,,,,,,,,,30,35,43
GL,51.33,0.59,15.42,,,,8.69,,,6.98,12.3,,1.82,0.37,,,,1.12,,,,,,,,,47,40,145
WR,,,,,,,,,,8.64,,,,,,,,,,,,,,,,,94,,145
GL,51.25,0.52,15.91,,,,8.3,,,6.95,12.69,,1.78,0.35,,,,1.29,,,,,,,,,55,38,138
GL,53.25,0.49,14.43,,,,7.64,,,7.53,12.14,,1.57,0.47,,,,1.38,,,,,,,,,71,35,121
WR,,,,,,,,,,13.8,,,,,,,,,,,,,,,,,345,,121
GL,52.53,0.49,14.49,,,,9.97,,,6.44,10.97,,1.4,0.38,,,,1.6,,,,,,,,,48,44,89
WR,,,,,,,,,,6.99,,,,,,,,,,,,,,,,,57,,89
GL,52.71,0.42,15.25,,,,9.28,,,6.85,11.5,,1.37,0.35,,,,1.37,,,,,,,,,46,46,54
GL,52.99,0.57,15.7,,,,7.35,,,7.39,12.04,,1.75,0.59,,,,1.11,,,,,,,,,62,34,39
WR,,,,,,,,,,10.6,,,,,,,,,,,,,,,,,206,,39
GL,50.51,0.48,15.47,,,,8.35,,,7.78,13.32,,1.4,0.52,,,,1.18,,,,,,,,,65,42,115
GL,53,0.65,14.88,,,,8.91,,,6.44,11.21,,1.73,0.5,,,,,,,,,,,,,41,33,74
GL,53.17,0.68,14.55,,,,9.83,,,6.39,10.82,,1.78,0.41,,,,1.18,,,,,,,,,34,42,67
WR,,,,,,,,,,6.27,,,,,,,,,,,,,,,,,41,,67
GL,53.22,0.64,15.77,,,,7.87,,,6.44,11.57,,1.84,0.57,,,,1.52,,,,,,,,,59,33,120
WR,,,,,,,,,,13.3,,,,,,,,,,,,,,,,,352,,120
GL,54.06,0.72,14.69,,,,9.98,,,5.35,10.14,,1.64,0.6,,,,1.01,,,,,,,,,33,37,40
WR,,,,,,,,,,4.2,,,,,,,,,,,,,,,,,5.6,,
GL,54,0.4,14.62,,,,8.38,,,7.26,11.87,,1.45,0.32,,,,1.16,,,,,,,,,59,37,42
GL,54.22,0.39,14.34,,,,8.36,,,7.32,11.77,,1.38,0.3,,,,1.04,,,,,,,,,58,37,46
GL,54.18,0.61,15,,,,10.52,,,4.21,9.31,,1.68,0.53,,,,,,,,,,,,,21,38,72
GL,53.89,0.41,15.08,,,,8.31,,,6.21,10.84,,1.5,0.51,,,,,,,,,,,,,59,35,47
WR,,,,,,,,,,7.49,,,,,,,,,,,,,,,,,87,,
GL,53.54,0.4,15.04,,,,8.09,,,6.59,11.26,,1.3,0.46,,,,,,,,,,,,,63,38,60
GL,54.88,0.37,14.5,,,,8.05,,,6.54,11.04,,1.43,0.48,,,,,,,,,,,,,51,33,28
WR,,,,,,,,,,9.89,,,,,,,,,,,,,,,,,160,,28
GL,54.79,0.44,13.95,,,,8.03,,,6.8,11.19,,1.41,0.43,,,,,,,,,,,,,55,34,33
GL,54.27,0.41,14.26,,,,8.35,,,6.85,11.3,,1.34,0.47,,,,,,,,,,,,,64,38,31
WR,,,,,,,,,,6.85,,,,,,,,,,,,,,,,,59,,31
GL,53.69,0.61,14.74,,,,8.94,,,6.05,10.56,,1.66,0.48,,,,,,,,,,,,,37,39,71
GL,53.4,0.57,14.92,,,,8.88,,,6.24,10.72,,1.63,0.48,,,,,,,,,,,,,41,39,74
GL,54.34,0.55,13.63,,,,8.52,,,7.59,10.11,,1.64,0.58,,,,,,,,,,,,,79,39,99
WR,,,,,,,,,,5.24,,,,,,,,,,,,,,,,,42,,
GL,52.57,0.44,14.88,,,,7.56,,,7.43,12.19,,1.45,0.42,,,,,,,,,,,,,75,36,159
WR,,,,,,,,,,7.43,,,,,,,,,,,,,,,,,70,,159
GL,52.31,0.61,15.03,,,,9.24,,,6.9,11.3,,1.84,0.48,,,,,,,,,,,,,47,40,91
GL,53.27,0.5,14.03,,,,7.92,,,8.23,11.83,,1.55,0.56,,,,,,,,,,,,,81,38,76
WR,,,,,,,,,,12.4,,,,,,,,,,,,,,,,,253,,76
GL,49.73,1.1,15.48,,,,8.95,,,6.75,11.41,,2.64,0.32,,,,,,,,,,,,,68,41,922
WR,,,,,,,,,,7.07,,,,,,,,,,,,,,,,,81,,922
GL,50.13,0.95,15.76,,,,8.57,,,7.04,11.71,,2.44,0.35,,,,,,,,,,,,,69,39,774
GL,49.23,0.78,16.1,,,,7.87,,,8.21,12.78,,1.94,0.15,,,,,,,,,,,,,105,44,889
WR,,,,,,,,,,8.84,,,,,,,,,,,,,,,,,100,,
WR,,,,,,,,,,10.2,,,,,,,,,,,,,,,,,156,,
GL,,,,,,,,,,1.64,,,,,,,,,,,,,,,,,3.5,,
WR,,,,,,,,,,9.91,,,,,,,,,,,,,,,,,120,,
WR,53.67,0.4,14.78,2.06,,7.41,,,0.17,7.16,10.6,,1.17,0.25,0.05,,,0.54,,,,,,,,,47.5,34.5,
GL,55.34,0.46,16.14,2.17,,7.8,,,0.16,4.7,11.31,,1.23,0.35,0.05,,,0.51,,,,,,,,,,,14
WR,,,,,,,,,,8.05,,,,,,,,,,,,,,,,,64,,
WR,,,,,,,,,,14,,,,,,,,,,,,,,,,,148,,
GL,55.19,0.451,14.84,1.99,,7.18,10.4,,0.17,9.74,11.18,,1.17,0.3,0.07,,,1.23,,,,,,,,,68.5,41.7,20
WR,53.83,0.36,12.73,2.04,,7.33,,,0.18,10.1,10.87,,1.09,0.25,0.05,,,-0.24,,,,,,,,,132,41.7,
WR,54.5,0.44,15.83,2.05,,7.38,,,0.17,5.42,10.45,,1.44,0.4,0.1,,,0.2,,,,,,,,,27.7,33,
WR,,,,,,,,,,5.86,,,,,,,,,,,,,,,,,35,,
WR,47.92,2.77,15.75,2.76,,9.38,,,0.19,5.37,9.24,,3.44,1.24,0.41,,,,0.45,0.74,,,,,,,,,
WR,48.85,2.24,15.75,1.67,,10.17,,,0.18,7.15,9.06,,3.15,0.71,0.29,,,,0.06,0.49,,,,,,,,,
WR,50.66,1.55,15.69,3.23,,5.74,,,0.17,6.6,12.29,,3.05,0.28,0.13,,,,0.3,0.26,,,,,,,,,
GL,50.9,0.95,16.65,1.13,9.94,7.97,8.99,,0.15,8.48,10.14,,3.4,0.09,0.13,,,,,,,,,,,,,,
GL,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,115
WR,47.6,0.98,16.66,0.38,,9.2,,,0.16,10.4,10.9,,2.73,0.04,0.07,,,,,,,,,,,,265,,
GL,,,,,,,,,,,,,,,,,,0.115,,,,,,,,,,,95
WR,47.5,0.96,16.7,0.58,,9.05,,,0.18,10.6,11.06,,2.6,0.05,0.1,,,,,,,,,,,,65,,
GL,,,,,,,,,,,,,,,,,,0.228,,,,,,,,,,,142
WR,51,1.54,15.05,1.01,,8.95,,,0.18,7.95,10.7,,2.88,0.1,0.17,,,,,,,,,,,,45,,
GL,,,,,,,,,,,,,,,,,,0.238,,,,,,,,,,,117
WR,49.9,1.44,16.05,0.68,,8.57,,,0.17,8.7,10.9,,2.8,0.1,0.14,,,,,,,,,,,,75,,
GL,,,,,,,,,,,,,,,,,,0.225,,,,,,,,,,,120
WR,49.68,1.54,16.5,0.82,,8.95,,,0.19,7.3,11.4,,2.94,0.09,0.14,,,,,,,,,,,,130,,
GL,,,,,,,,,,,,,,,,,,0.224,,,,,,,,,,,100
WR,49.1,1.8,16.45,1.2,,9.25,,,0.17,7.55,10.9,,3.15,0.09,0.2,,,,,,,,,,,,52,,
GL,,,,,,,,,,,,,,,,,,0.232,,,,,,,,,,,135
WR,50.5,1.6,15,1.09,,9.33,,,0.19,8.1,10.6,,2.98,0.11,0.06,,,,,,,,,,,,40,,
GL,50.8,1.45,15.8,,,,9.22,,,8.03,11.4,,2.65,0.12,0.12,,,,,,,,,,,,,,
GL,50.65,1.54,15.62,,,,9.4,,,7.35,11.52,,2.7,0.13,0.14,,,,,,,,,,,,,,
GL,50.66,1.43,15.61,,,,9.39,,,8.48,11.4,,2.67,0.13,0.13,,,,,,,,,,,,,,
GL,50.67,1.44,15.63,,,,9.28,,,8.42,11.22,,2.68,0.12,0.15,,,,,,,,,,,,,,
GL,50.51,1.62,15.48,,,,9.58,,,7.77,11.21,,2.78,0.12,0.17,,,,,,,,,,,,,,
GL,50.46,1.6,15.37,,,,9.54,,,7.84,11.12,,2.79,0.12,0.17,,,,,,,,,,,,,,
GL,50.66,1.59,15.38,,,,9.5,,,7.75,11.15,,2.88,0.13,0.16,,,,,,,,,,,,,,
GL,50.44,1.45,15.6,,,,9.27,,,8.39,11.23,,2.71,0.13,0.16,,,,,,,,,,,,,,
GL,50.88,1.47,15.8,,,,9.23,,,7.68,11.48,,2.7,0.14,0.14,,,,,,,,,,,,,,
GL,50.71,1.57,15.4,,,,9.53,,,7.91,11.09,,2.75,0.12,0.16,,,,,,,,,,,,,,
GL,51.02,1.59,15.42,,,,9.59,,,7.82,11.1,,2.79,0.13,0.15,,,,,,,,,,,,,,
GL,51.03,1.6,15.43,,,,9.59,,,7.78,11.15,,2.84,0.11,0.16,,,,,,,,,,,,,,
GL,51.01,1.58,15.4,,,,9.56,,,7.9,11.16,,2.82,0.12,0.15,,,,,,,,,,,,,,
GL,50.94,1.2,16.42,,,,8.32,,,8.42,12,,2.65,0.06,0.1,,,,,,,,,,,,,,
GL,50.48,1.2,16.57,,,,8.33,,,8.35,12,,2.62,0.05,0.11,,,,,,,,,,,,,,
GL,50.62,1.59,15.42,,,,9.48,,,7.83,11.33,,2.72,0.14,0.15,,,,,,,,,,,,,,
WR,48.42,2.09,13.6,5.11,,3.89,,,0.13,5.54,9.52,,2.86,0.54,1.01,,6.58,,,,,,,,,,162.66,,
WR,43.71,2.99,7.73,4.95,,5.92,,,0.15,8.09,12.36,,1.09,0.34,1.14,,10.68,,,,,,,,,,184.5,,
WR,46.35,2.42,13.79,5.46,,4.99,,,0.13,6.97,8.82,,3.1,0.71,0.75,,5.59,,,,,,,,,,200.22,,
WR,46.08,2.43,13.81,5.22,,3.86,,,0.11,6.4,8.96,,2.87,0.6,1.05,,7.78,,,,,,,,,,189.63,,
WR,49.99,2.2,12.49,5.4,,3.16,,,0.17,4.35,7.27,,2.36,0.56,0.4,,11.08,,,,,,,,,,121.81,,
WR,46.08,2.24,12.7,4.06,,6.25,,,0.13,7.79,8.81,,2.71,0.6,0.72,,6.98,,,,,,,,,,220.07,,
WR,47.7,2.4,15.2,6.56,,3.85,,,0.44,4.07,8.58,,3.48,0.81,0.48,,5.77,,,,,,,,,,115.64,,
WR,46.67,2.56,15.01,7.53,,3.42,,,0.11,6.08,9.16,,3.02,0.8,0.28,,4.79,,,,,,,,,,172.23,,
WR,45.41,2.88,14.5,9.36,,1.95,,,0.15,5.44,8.21,,2.92,1.25,0.6,,6.9,,,,,,,,,,173.51,,
WR,52.84,0.99,16.41,,,,7.86,,0.15,6.49,11.91,,2.39,0.76,0.2,,1.73,,,,,,,,,,99,36,
WR,50.82,2.38,18.29,,9.22,,,,0.23,2.15,7.73,,4.45,2.63,1.01,,0.93,,,,,,,,,,35,,
WR,48.48,2.11,14.33,,11.73,,,,0.21,8.02,10.09,,2.28,0.1,0.21,,2.01,,,,,,,,,,79,,
WR,50.71,1.47,15.62,,8.36,,,,0.16,7.23,12.63,,2.84,0.17,0.15,,0,,,,,,,,,,106,,
WR,49.37,1.8,14.23,,11.38,,,,0.18,7.81,10.82,,2.49,0.12,0.18,,1.28,,,,,,,,,,71,,
WR,50.28,1.59,15.52,,9.43,,,,0.16,7.06,12.02,,2.94,0.25,0.21,,0.38,,,,,,,,,,73,,
WR,49.13,1.58,14.52,,10.85,,,,0.23,8.82,10.1,,2.48,0.1,0.16,,1.89,,,,,,,,,,81,,
WR,48.84,1.09,14.52,,10.13,,,,0.16,8.85,9.64,,3.96,0.12,0.09,,2.45,,,,,,,,,,102,,
WR,47.83,2,18.44,,9.16,,,,0.17,5.29,7.05,,4.61,2.32,1.1,,1.66,,,,,,,,,,93,,
WR,46.88,2,17.76,,10.18,,,,0.16,4.73,11.73,,3.65,0.33,0.31,,1.2,,,,,,,,,,178,,
WR,46.94,1.69,17.75,,10.96,,,,0.14,5.43,11.65,,3.19,0.28,0.19,,1.77,,,,,,,,,,119,,
WR,49.38,0.46,18.87,1.47,,7.32,,,0.17,6.47,14.05,,1.53,0.17,0.04,,0.4,,,,,,,,,,29.9,,
WR,49.32,0.46,18.78,1.47,,7.32,,,0.17,6.54,14.09,,1.56,0.17,0.04,,0.4,,,,,,,,,,25.6,,
WR,49.24,0.46,18.94,1.46,,7.27,,,0.17,6.52,14.11,,1.55,0.16,0.04,,0.42,,,,,,,,,,29.4,,
WR,50.06,0.53,16.83,1.66,,8.27,,,0.19,6.98,13.49,,1.67,0.19,0.05,,0.43,,,,,,,,,,32.6,,
WR,49.66,0.49,17.97,1.55,,7.75,,,0.18,6.65,13.81,,1.63,0.18,0.05,,0.39,,,,,,,,,,26.2,,
WR,50.45,0.57,15.97,1.77,,8.83,,,0.21,6.95,13.22,,1.72,0.18,0.05,,0.57,,,,,,,,,,20.9,,
WR,50.51,0.57,15.95,1.77,,8.83,,,0.21,6.95,13.18,,1.71,0.18,0.05,,0.57,,,,,,,,,,21.8,,
WR,50.54,0.57,15.88,1.77,,8.83,,,0.21,6.94,13.21,,1.72,0.19,0.05,,0.58,,,,,,,,,,20.7,,
WR,50.39,0.57,16.09,1.76,,8.76,,,0.2,6.93,13.26,,1.71,0.19,0.05,,0.67,,,,,,,,,,26.6,,
WR,50.46,0.57,15.99,1.77,,8.82,,,0.21,6.94,13.22,,1.71,0.19,0.05,,0.54,,,,,,,,,,22.2,,
WR,50.54,0.57,15.88,1.77,,8.83,,,0.21,6.96,13.21,,1.72,0.18,0.05,,0.56,,,,,,,,,,20.4,,
WR,53.74,1.18,14.49,3.06,,10.21,,,0.23,4.54,9.4,,2.72,0.32,0.12,,0.72,,,,,,,,,,,,
WR,53.69,1.18,14.51,3.06,,10.2,,,0.23,4.54,9.4,,2.73,0.34,0.12,,0.75,,,,,,,,,,16.3,,
WR,51.42,1.04,15.52,2.23,,11.15,,,0.25,5.21,10.44,,2.29,0.34,0.1,,0.67,,,,,,,,,,,,
WR,49.63,0.48,18.01,1.55,,7.76,,,0.18,6.85,13.7,,1.62,0.17,0.05,,0.39,,,,,,,,,,,,
WR,49.69,0.76,18.55,1.81,,9.04,,,0.19,5.34,12.6,,1.79,0.16,0.06,,0.65,,,,,,,,,,,,
WR,50.23,0.87,17.51,1.96,,9.78,,,0.21,5.17,12.06,,1.97,0.17,0.07,,0.76,,,,,,,,,,,,
WR,49.83,0.81,18.42,1.87,,9.34,,,0.2,5.01,12.42,,1.87,0.17,0.07,,0.69,,,,,,,,,,,,
WR,49.83,0.46,18.62,1.41,,7.07,,,0.15,7.29,13.66,,1.32,0.14,0.04,,0.51,,,,,,,,,,,,
WR,50.34,0.52,18.19,1.59,,7.94,,,0.18,6.27,13.28,,1.52,0.13,0.04,,0.49,,,,,,,,,,,,
WR,50.37,0.74,18.95,1.71,,8.56,,,0.18,5.13,12.09,,2.02,0.19,0.07,,0.45,,,,,,,,,,,,
WR,49.74,2.52,13.31,2.12,,11.99,,,0.27,6.3,10.17,,2.61,0.17,0.24,,,,0.03,0.36,,,,,,,,,
WR,48,0.75,20.27,0.98,,6.14,,,0.18,7.9,13.33,,2.19,0.02,0.05,,,,0.02,0.1,,,,,,,,,
GL,48.23,1.06,17.24,,,,9.98,,0.18,8.51,11.76,,2.55,0.05,0.04,,,0.146,,,,,,,,,545,,95
GL,48.27,1.19,17.52,,,,10.01,,,8.93,11.87,,2.56,0.02,0.05,,,,,,,,,,,,,,
GL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720
WR,46.94,1.02,16.12,1.33,,8.46,,,0.17,12.48,10.76,,2.45,0.4,0.05,,,,0.04,0.06,,,,,,,,,
GL,49.97,2.28,13.79,,,,13.24,,,5.79,10.85,,3.3,0.26,0.21,,,,,,,,,,,,,,425
WR,40.43,2,14.38,3.55,,8.37,,,0.21,6.37,11.44,,3.08,0.29,0.18,,,,0.23,0.34,,,,,,,,,
GL,48.9,2.28,14.33,,,,13.17,,,5.71,10.95,,3.29,0.28,0.24,,,,,,,,,,,,,,
WR,49.84,2.02,14.66,2.51,,8.73,,,0.21,6.3,11.71,,3.17,0.25,0.19,,,,0.09,0.17,,,,,,,,,
GL,48.96,2.26,13.73,,,,13.18,,,5.96,10.93,,3.25,0.23,0.2,,,,,,,,,,,,,,
WR,47.39,1.32,16.72,2.5,,7.78,,,0.17,9.54,11.18,,2.67,0.19,0.09,,,,0.18,0.42,,,,,,,,,
GL,49.9,1.86,14.18,,,,12.16,,,6.35,11.89,,2.98,0.21,0.13,,,,,,,,,,,,,,656
WR,49.45,1.66,14.73,2.1,,9.28,,,0.21,7.18,11.92,,2.88,0.19,0.15,,,,0.07,0.13,,,,,,,,,
GL,50.22,1.34,14.44,,,,10.93,,,7.17,12.17,,2.53,0.05,0.08,,,,,,,,,,,,,,
WR,50.08,1.29,15.95,1.95,,7.84,,,0.18,7.1,12.73,,2.56,0.09,0.09,,,,0.06,0.1,,,,,,,,,
GL,49.86,1.84,14.05,,,,12.44,,,6.4,11.75,,3.02,0.2,0.14,,,,,,,,,,,,,,
WR,49.98,1.27,16.09,1.94,,7.71,,,0.18,7.18,12.68,,2.51,0.09,0.09,,,,0.09,0.15,,,,,,,,,
GL,49.96,2.18,13.44,,,,12.43,,0.25,6.87,11.24,,2.8,0.16,,,,,,,,,,,,,,,
WR,49.33,2.1,13.44,,12.68,,,,0.2,6.43,11.23,,2.51,0.23,0.19,,0.2,,,,,,,,,,63,,
GL,50.49,1.71,13.65,,,,11.59,,0.22,7.45,11.76,,2.48,0.1,,,,,,,,,,,,,,,
WR,50.21,1.7,13.82,,11.51,,,,0.19,6.91,11.97,,2.06,0.17,0.14,,0.1,,,,,,,,,,77,,
GL,50.68,1.1,14.54,,,,9.54,,0.2,7.82,12.93,,2.28,0.15,0.09,,,,,,,,,,,,,,
WR,50.63,1.1,14.53,,10.39,,,,0.2,7.82,12.93,,2.28,0.15,0.09,,,,,,,,,,,,69,,
GL,51.45,1.19,15.12,,,,8.86,,0.18,7.3,13.01,,2.34,0.21,0.1,,,,,,,,,,,,,,
WR,51.45,1.19,15.12,,9.66,,,,0.18,7.3,13.01,,2.34,0.21,0.1,,,,,,,,,,,,,,
WR,70.12,0.61,14.63,,4.12,,,,0.08,1.83,2.44,,3.28,1.91,0.17,,,,,,,,,,,,,,
GL,48.22,1.36,17.29,,,,10.36,,,7.69,11.74,,2.85,0.04,0.1,,,,,,,,,,,10.48,110.9,49.78,1139.2
WR,47.58,1.36,16.95,,11,,,,0.16,8.31,11.39,,3.01,0.18,0.15,,,,,,,,,,,,,,
WR,47.65,1.28,17.28,,10.81,,,,0.18,8.55,11.51,,2.77,0.05,0.12,,,,,,,,,,,,,,
WR,47.72,1.29,17.15,,10.91,,,,0.18,8.59,11.52,,2.59,0.05,0.13,,,,,,,,,,,,149,,
WR,47.87,1.54,16.95,,11.25,,,,0.2,8.02,11.36,,2.9,,0.29,,,,,,,,,,,,,,
WR,47.47,1.51,16.48,,11.01,,,,0.18,8.2,11.39,,2.65,0.28,0.16,,,,,,,,,,,,,,
WR,47.16,1.49,16.41,,10.95,,,,0.26,9.17,11,,2.72,0.17,0.15,,,,,,,,,,,,,,
WR,48.16,1.32,16.62,1.01,,9.05,,,0.18,10.12,11.17,,2.73,0.24,0.14,,,,,,,,,,,,293,,
GL,47.42,1.35,17.63,,,,10.22,,,8.21,11.7,,2.72,0.11,0.1,,,,,,,,,,,10.14,159.4,50.33,1155
GL,47.75,1.36,17.71,,,,10.37,,,8.4,11.46,,2.78,0.13,0.1,,,,,,,,,,,10.25,165.1,51.86,1159.5
GL,47.1,1.3,,,,,,,,,,,2.9,0.16,0.1,,,0.26,,,,,,,,,,,
GL,48.13,1.04,17.28,,,,11.06,,,8.07,11.77,,2.46,0.03,0.07,,,,,,,,,,,10.9,126.3,54,1063.2
WR,51.03,2.85,17.46,0.9,,8.1,,,0.15,2.94,11.89,,3.63,0.71,0.48,,,,,,,,,,,,11,,
GL,48.52,1.58,16.78,,,,9.71,,0.17,8.6,11.43,,3.04,0.06,0.13,,,0.234,,,,,,,,,230,,120
WR,50.21,1.89,16.5,1.05,,9.45,,,0.16,4.77,12.25,,3.31,0.31,0.24,,,,,,,,,,,,26,,
WR,51.33,1.83,16.81,0.9,,8.12,,,0.26,4.5,12.51,,3.56,0.51,0.47,,,,,,,,,,,,33,,
WR,51.35,2.32,15.4,1.01,,9.12,,,0.19,4.98,11.95,,3.5,0.57,0.35,,,,,,,,,,,,33,,
WR,49,2.28,14.9,,,,11.82,,0.16,4.9,11.2,,3.22,0.61,0.3,,,,,,,,,,,,32.4,,
WR,50.76,1.76,16.44,0.96,,8.65,,,0.14,5.69,12.1,,3.02,0.43,0.23,,,,,,,,,,,,60,,
WR,50,2.04,15,,,,9.87,,0.16,5.57,11.6,,3.13,0.33,0.19,,,,,,,,,,,,33.3,,
WR,51.63,2.06,15.44,0.97,,8.69,,,0.17,5.99,12.07,,3.32,0.35,0.25,,,,,,,,,,,,38,,
WR,50.26,1.87,14.97,1.49,,8.95,,,0.14,7.12,11.24,,3.11,0.44,0.23,,,,,,,,,,,,48,,
WR,48.8,1.73,15.6,,,,9.58,,0.14,6.87,11.2,,2.83,0.44,0.19,,,,,,,,,,,,61.5,,
WR,51.56,1.94,15.89,1.36,,8.15,,,0.17,5.43,12.07,,3.11,0.67,0.25,,,,,,,,,,,,32,,
WR,47.95,2.27,15.23,1.09,,9.81,,,1.41,4.31,12.75,,3.41,0.31,1.38,,,,,,,,,,,,142,,
WR,48.44,2.41,15.29,1.56,,9.37,,,1.11,4.23,12.32,,3.37,0.43,1.21,,,,,,,,,,,,79,,
WR,48.5,2.42,15.6,,,,11.56,,0.55,4.25,10.9,,3.32,0.38,0.34,,,,,,,,,,,,26.3,,
WR,50.68,1.02,16.65,1.18,,7.1,,,0.12,7.93,12.59,,2.54,0.15,0.08,,,,,,,,,,,,113,,
WR,50.44,1.03,16.58,1.19,,7.11,,,0.13,7.65,13.25,,2.52,0.13,0.09,,,,,,,,,,,,108,,
WR,48.6,1.3,15.16,2.67,,7.27,7.52,,0.26,9.72,11.61,,2.24,0.21,0.21,,0.74,0.28,,,,,,,,,,47,
GL,50.24,1.45,15.3,,,,10.55,,,7.78,12.74,,2.05,0.07,0.15,,,,,,,,,,,,,,
GL,50.87,1.49,15.12,,,,10.31,,,7.8,12.53,,2.13,0.06,0.15,,,,,,,,,,,,,,
GL,50.14,1.46,15.01,,,,10.66,,,7.74,12.64,,2.08,0.06,0.15,,,,,,,,,,,,,,
GL,50.36,1.49,15.12,,,,10.58,,,7.78,12.51,,2.05,0.05,0.15,,,,,,,,,,,,,,
GL,50.51,1.38,15.33,,,,9.77,,,8.17,12.34,,2.24,0.03,0.11,,,,,,,,,,,,,,
GL,50.1,1.32,15.52,,,,9.67,,,8.02,12.32,,2.23,0.05,0.12,,,,,,,,,,,,,,
GL,49.82,1.38,15.55,,,,9.75,,,8.14,12.42,,2.28,0.04,0.13,,,,,,,,,,,,,,
WR,50.02,1.13,15.11,4.21,,5.5,7.22,,0.28,7.41,10.91,,2.31,0.29,0.17,,0.74,0.87,,,,,,,,,,44,
GL,50.45,1.2,15,,,,9.63,,,7.71,12.9,,2.13,0.05,0.11,,,,,,,,,,,,,,
GL,50.33,1.09,15.44,,,,9.39,,,8.31,12.68,,2.12,0.03,0.1,,,,,,,,,,,,,,
GL,51.35,1.76,14.61,,,,10.37,,0.2,6.71,11.97,,2.75,0.58,0.26,,,,,,,,,,,,,,0.12
GL,51.69,1.6,14.47,,,,9.82,,0.15,7.17,12.58,,2.7,0.25,0.18,,,,,,,,,,,,,,0.11
WR,50.21,1.68,14.26,,12.16,,,,0.21,7.45,11.59,,2.32,0.17,0.19,,,,,,,,,,,,75,,
WR,50.05,1.63,14.27,,12.28,,,,0.2,7.31,11.58,,2.24,0.14,0.16,,,,,,,,,,,,72,,
WR,50.01,1.68,14.33,,12.33,,,,0.19,7.39,11.68,,2.3,0.18,0.17,,,,,,,,,,,,71,,
WR,49.42,2.17,13.41,,14.21,,,,0.21,6.97,10.52,,2.45,0.18,0.22,,,,,,,,,,,,92,,
GL,50.83,1.8,14.04,,,,11.26,,0.17,6.81,11.69,,2.49,0.17,0.14,,,,,,,,,,,,,,0.16
WR,50.25,1.63,14.27,,12.38,,,,0.19,7.39,11.61,,2.38,0.13,0.15,,,,,,,,,,,,78,,
WR,49.61,1.89,13.64,,13.7,,,,0.22,7.01,11.12,,2.52,0.12,0.18,,,,,,,,,,,,70,,
WR,50.07,1.54,14.32,,11.98,,,,0.19,7.65,11.94,,2.35,0.14,0.14,,,,,,,,,,,,81,,
WR,49.38,1.5,14.23,,12.03,,,,0.2,7.67,11.79,,2.27,0.13,0.13,,,,,,,,,,,,78,,
WR,49.77,1.64,14.54,,12.34,,,,0.2,7.68,11.65,,2.35,0.15,0.16,,,,,,,,,,,,89,,
WR,49.39,2.08,14.05,,13.32,,,,0.19,6.54,10.92,,2.43,0.27,0.23,,,,,,,,,,,,75,,
